tour_instance_bk,service_date,route_sk,route_bk,zone_bk,zone_name,city,start_datetime,end_datetime,visited_container_count,zone_container_count,all_zone_containers_visited,planned_distance_m,actual_distance_m,planned_duration_min,actual_duration_min
TOUR_20250711_06932,2025-07-11,223,ROUTE_0223,MONTPELLIER_ZONE_015,Montpellier - Zone 15,Montpellier,2025-07-11 06:56:00,2025-07-11 09:27:00,15,15,True,20102.36,20544.38,146,151
TOUR_20250711_06933,2025-07-11,314,ROUTE_0314,NANTES_ZONE_001,Nantes - Zone 1,Nantes,2025-07-11 10:54:00,2025-07-11 12:48:00,11,15,False,14381.64,14522.18,110,114
TOUR_20250711_06934,2025-07-11,221,ROUTE_0221,NANTES_ZONE_005,Nantes - Zone 5,Nantes,2025-07-11 10:37:00,2025-07-11 13:12:00,11,15,False,40425.14,42274.99,149,155
TOUR_20250711_06935,2025-07-11,205,ROUTE_0205,NANTES_ZONE_006,Nantes - Zone 6,Nantes,2025-07-11 05:43:00,2025-07-11 08:09:00,12,15,False,43519.83,44381.46,150,146
TOUR_20250711_06936,2025-07-11,13,ROUTE_0013,NANTES_ZONE_007,Nantes - Zone 7,Nantes,2025-07-11 07:51:00,2025-07-11 11:21:00,15,15,True,34855.24,34478.7,202,210
TOUR_20250711_06937,2025-07-11,396,ROUTE_0396,NANTES_ZONE_008,Nantes - Zone 8,Nantes,2025-07-11 11:33:00,2025-07-11 14:00:00,13,14,False,33858.95,35137.82,145,147
TOUR_20250711_06938,2025-07-11,245,ROUTE_0245,NANTES_ZONE_009,Nantes - Zone 9,Nantes,2025-07-11 05:52:00,2025-07-11 07:59:00,14,14,True,15120.58,15255.99,120,127
TOUR_20250711_06939,2025-07-11,374,ROUTE_0374,NANTES_ZONE_010,Nantes - Zone 10,Nantes,2025-07-11 05:57:00,2025-07-11 08:18:00,14,14,True,23579.27,23748.73,145,141
TOUR_20250711_06940,2025-07-11,305,ROUTE_0305,NANTES_ZONE_011,Nantes - Zone 11,Nantes,2025-07-11 11:22:00,2025-07-11 14:07:00,12,14,False,34886.57,35966.05,169,165
TOUR_20250711_06941,2025-07-11,386,ROUTE_0386,NANTES_ZONE_014,Nantes - Zone 14,Nantes,2025-07-11 15:15:00,2025-07-11 17:25:00,14,14,True,14594.44,15329.95,131,130
TOUR_20250711_06942,2025-07-11,102,ROUTE_0102,NICE_ZONE_002,Nice - Zone 2,Nice,2025-07-11 09:28:00,2025-07-11 12:29:00,12,16,False,32374.57,32763.72,185,181
TOUR_20250711_06943,2025-07-11,235,ROUTE_0235,NICE_ZONE_004,Nice - Zone 4,Nice,2025-07-11 06:44:00,2025-07-11 09:11:00,16,16,True,14825.84,15419.21,137,147
TOUR_20250711_06944,2025-07-11,302,ROUTE_0302,NICE_ZONE_005,Nice - Zone 5,Nice,2025-07-11 10:32:00,2025-07-11 11:57:00,10,16,False,16967.25,17326.4,82,85
TOUR_20250711_06945,2025-07-11,428,ROUTE_0428,NICE_ZONE_006,Nice - Zone 6,Nice,2025-07-11 06:24:00,2025-07-11 08:20:00,11,16,False,15946.94,16274.89,112,116
TOUR_20250711_06946,2025-07-11,88,ROUTE_0088,NICE_ZONE_008,Nice - Zone 8,Nice,2025-07-11 10:18:00,2025-07-11 12:59:00,13,15,False,35938.6,36147.49,152,161
TOUR_20250711_06947,2025-07-11,5,ROUTE_0005,NICE_ZONE_009,Nice - Zone 9,Nice,2025-07-11 06:32:00,2025-07-11 09:14:00,12,15,False,30808.84,31434.56,166,162
TOUR_20250711_06948,2025-07-11,377,ROUTE_0377,NICE_ZONE_010,Nice - Zone 10,Nice,2025-07-11 10:53:00,2025-07-11 13:02:00,12,15,False,21448.35,21939.95,130,129
TOUR_20250711_06949,2025-07-11,384,ROUTE_0384,NICE_ZONE_012,Nice - Zone 12,Nice,2025-07-11 06:19:00,2025-07-11 09:59:00,15,15,True,44790.97,46405.02,227,220
TOUR_20250711_06950,2025-07-11,54,ROUTE_0054,PARIS_ZONE_004,Paris - Zone 4,Paris,2025-07-11 07:18:00,2025-07-11 09:26:00,13,16,False,16737.61,16558.25,134,128
TOUR_20250711_06951,2025-07-11,9,ROUTE_0009,PARIS_ZONE_006,Paris - Zone 6,Paris,2025-07-11 06:40:00,2025-07-11 09:13:00,15,15,True,30867.98,30426.57,148,153
TOUR_20250711_06952,2025-07-11,288,ROUTE_0288,PARIS_ZONE_008,Paris - Zone 8,Paris,2025-07-11 07:52:00,2025-07-11 09:30:00,10,15,False,15070.97,14805.22,99,98
TOUR_20250711_06953,2025-07-11,67,ROUTE_0067,PARIS_ZONE_011,Paris - Zone 11,Paris,2025-07-11 15:13:00,2025-07-11 18:09:00,15,15,True,28838.17,29463.17,183,176
TOUR_20250711_06954,2025-07-11,8,ROUTE_0008,PARIS_ZONE_012,Paris - Zone 12,Paris,2025-07-11 05:51:00,2025-07-11 08:20:00,15,15,True,14668.07,14741.86,156,149
TOUR_20250711_06955,2025-07-11,47,ROUTE_0047,STRASBOURG_ZONE_002,Strasbourg - Zone 2,Strasbourg,2025-07-11 08:10:00,2025-07-11 09:54:00,12,15,False,18117.84,18347.95,105,104
TOUR_20250711_06956,2025-07-11,118,ROUTE_0118,STRASBOURG_ZONE_004,Strasbourg - Zone 4,Strasbourg,2025-07-11 09:19:00,2025-07-11 12:01:00,15,15,True,26970.58,28159.1,160,162
TOUR_20250711_06957,2025-07-11,75,ROUTE_0075,STRASBOURG_ZONE_009,Strasbourg - Zone 9,Strasbourg,2025-07-11 10:29:00,2025-07-11 12:45:00,15,15,True,17987.28,18697.21,142,136
TOUR_20250711_06958,2025-07-11,367,ROUTE_0367,STRASBOURG_ZONE_010,Strasbourg - Zone 10,Strasbourg,2025-07-11 07:45:00,2025-07-11 09:19:00,10,15,False,19793.19,19767.69,87,94
TOUR_20250711_06959,2025-07-11,496,ROUTE_0496,STRASBOURG_ZONE_012,Strasbourg - Zone 12,Strasbourg,2025-07-11 15:06:00,2025-07-11 16:56:00,10,14,False,24493.64,25355.96,107,110
TOUR_20250711_06960,2025-07-11,385,ROUTE_0385,TOULOUSE_ZONE_001,Toulouse - Zone 1,Toulouse,2025-07-11 07:22:00,2025-07-11 09:46:00,13,15,False,18078.58,17974.78,151,144
TOUR_20250711_06961,2025-07-11,222,ROUTE_0222,TOULOUSE_ZONE_002,Toulouse - Zone 2,Toulouse,2025-07-11 11:23:00,2025-07-11 13:49:00,15,15,True,16166.14,16753.45,150,146
TOUR_20250711_06962,2025-07-11,285,ROUTE_0285,TOULOUSE_ZONE_004,Toulouse - Zone 4,Toulouse,2025-07-11 07:50:00,2025-07-11 10:53:00,15,15,True,41551.37,40761.57,185,183
TOUR_20250711_06963,2025-07-11,477,ROUTE_0477,TOULOUSE_ZONE_005,Toulouse - Zone 5,Toulouse,2025-07-11 06:52:00,2025-07-11 09:24:00,15,15,True,23897.0,24405.36,147,152
TOUR_20250711_06964,2025-07-11,36,ROUTE_0036,TOULOUSE_ZONE_006,Toulouse - Zone 6,Toulouse,2025-07-11 13:51:00,2025-07-11 15:16:00,10,15,False,8582.23,8953.35,88,85
TOUR_20250711_06965,2025-07-11,251,ROUTE_0251,TOULOUSE_ZONE_007,Toulouse - Zone 7,Toulouse,2025-07-11 09:11:00,2025-07-11 13:11:00,15,15,True,40371.35,41350.52,234,240
TOUR_20250711_06966,2025-07-11,176,ROUTE_0176,TOULOUSE_ZONE_008,Toulouse - Zone 8,Toulouse,2025-07-11 14:03:00,2025-07-11 17:31:00,15,15,True,42048.77,42104.73,207,208
TOUR_20250711_06967,2025-07-11,237,ROUTE_0237,TOULOUSE_ZONE_013,Toulouse - Zone 13,Toulouse,2025-07-11 09:58:00,2025-07-11 12:23:00,14,14,True,23253.66,23199.1,143,145
TOUR_20250712_06968,2025-07-12,252,ROUTE_0252,BORDEAUX_ZONE_008,Bordeaux - Zone 8,Bordeaux,2025-07-12 08:23:00,2025-07-12 11:26:00,15,15,True,35571.24,35226.4,180,183
TOUR_20250712_06969,2025-07-12,435,ROUTE_0435,BORDEAUX_ZONE_011,Bordeaux - Zone 11,Bordeaux,2025-07-12 06:05:00,2025-07-12 08:44:00,15,15,True,26256.05,27280.41,155,159
TOUR_20250712_06970,2025-07-12,257,ROUTE_0257,LILLE_ZONE_001,Lille - Zone 1,Lille,2025-07-12 09:09:00,2025-07-12 11:25:00,16,16,True,17417.39,17514.73,133,136
TOUR_20250712_06971,2025-07-12,83,ROUTE_0083,LILLE_ZONE_004,Lille - Zone 4,Lille,2025-07-12 10:30:00,2025-07-12 13:22:00,12,16,False,31190.84,32712.99,172,172
TOUR_20250712_06972,2025-07-12,498,ROUTE_0498,LILLE_ZONE_010,Lille - Zone 10,Lille,2025-07-12 11:03:00,2025-07-12 13:47:00,15,15,True,30188.32,31196.66,165,164
TOUR_20250712_06973,2025-07-12,275,ROUTE_0275,LILLE_ZONE_011,Lille - Zone 11,Lille,2025-07-12 06:41:00,2025-07-12 08:41:00,10,15,False,29438.93,29616.65,124,120
TOUR_20250712_06974,2025-07-12,180,ROUTE_0180,LILLE_ZONE_012,Lille - Zone 12,Lille,2025-07-12 08:10:00,2025-07-12 10:06:00,11,15,False,9034.07,9440.73,106,116
TOUR_20250712_06975,2025-07-12,426,ROUTE_0426,LYON_ZONE_002,Lyon - Zone 2,Lyon,2025-07-12 06:32:00,2025-07-12 09:43:00,13,16,False,35693.75,36866.53,190,191
TOUR_20250712_06976,2025-07-12,284,ROUTE_0284,LYON_ZONE_003,Lyon - Zone 3,Lyon,2025-07-12 05:50:00,2025-07-12 07:57:00,11,16,False,34581.82,35691.64,135,127
TOUR_20250712_06977,2025-07-12,156,ROUTE_0156,LYON_ZONE_005,Lyon - Zone 5,Lyon,2025-07-12 11:05:00,2025-07-12 13:25:00,14,15,False,21780.19,21467.0,137,140
TOUR_20250712_06978,2025-07-12,451,ROUTE_0451,LYON_ZONE_007,Lyon - Zone 7,Lyon,2025-07-12 09:33:00,2025-07-12 11:35:00,13,15,False,26498.25,27000.97,115,122
TOUR_20250712_06979,2025-07-12,107,ROUTE_0107,LYON_ZONE_009,Lyon - Zone 9,Lyon,2025-07-12 13:57:00,2025-07-12 15:43:00,10,15,False,18904.21,18957.58,107,106
TOUR_20250712_06980,2025-07-12,233,ROUTE_0233,MARSEILLE_ZONE_004,Marseille - Zone 4,Marseille,2025-07-12 11:42:00,2025-07-12 14:59:00,15,15,True,24493.64,25244.7,193,197
TOUR_20250712_06981,2025-07-12,495,ROUTE_0495,MARSEILLE_ZONE_006,Marseille - Zone 6,Marseille,2025-07-12 13:49:00,2025-07-12 16:23:00,15,15,True,28787.08,28277.13,145,154
TOUR_20250712_06982,2025-07-12,317,ROUTE_0317,MARSEILLE_ZONE_010,Marseille - Zone 10,Marseille,2025-07-12 10:13:00,2025-07-12 12:43:00,15,15,True,20100.07,20406.09,148,150
TOUR_20250712_06983,2025-07-12,202,ROUTE_0202,MONTPELLIER_ZONE_005,Montpellier - Zone 5,Montpellier,2025-07-12 06:18:00,2025-07-12 09:00:00,15,15,True,27959.59,29073.77,159,162
TOUR_20250712_06984,2025-07-12,372,ROUTE_0372,MONTPELLIER_ZONE_009,Montpellier - Zone 9,Montpellier,2025-07-12 09:50:00,2025-07-12 11:58:00,10,15,False,26824.86,27413.61,124,128
TOUR_20250712_06985,2025-07-12,438,ROUTE_0438,MONTPELLIER_ZONE_010,Montpellier - Zone 10,Montpellier,2025-07-12 08:03:00,2025-07-12 10:45:00,15,15,True,29189.94,29034.43,154,162
TOUR_20250712_06986,2025-07-12,371,ROUTE_0371,MONTPELLIER_ZONE_012,Montpellier - Zone 12,Montpellier,2025-07-12 14:41:00,2025-07-12 16:32:00,11,15,False,25025.42,25633.19,113,111
TOUR_20250712_06987,2025-07-12,90,ROUTE_0090,NANTES_ZONE_003,Nantes - Zone 3,Nantes,2025-07-12 10:05:00,2025-07-12 13:03:00,14,15,False,29354.53,30300.88,186,178
TOUR_20250712_06988,2025-07-12,283,ROUTE_0283,NANTES_ZONE_006,Nantes - Zone 6,Nantes,2025-07-12 11:58:00,2025-07-12 15:51:00,15,15,True,41036.68,41253.3,241,233
TOUR_20250712_06989,2025-07-12,428,ROUTE_0428,NICE_ZONE_006,Nice - Zone 6,Nice,2025-07-12 06:15:00,2025-07-12 09:00:00,16,16,True,17880.38,18755.22,162,165
TOUR_20250712_06990,2025-07-12,325,ROUTE_0325,NICE_ZONE_007,Nice - Zone 7,Nice,2025-07-12 07:06:00,2025-07-12 10:56:00,16,16,True,35688.56,36589.93,224,230
TOUR_20250712_06991,2025-07-12,6,ROUTE_0006,NICE_ZONE_008,Nice - Zone 8,Nice,2025-07-12 06:03:00,2025-07-12 08:29:00,10,15,False,35111.21,36191.28,147,146
TOUR_20250712_06992,2025-07-12,301,ROUTE_0301,NICE_ZONE_009,Nice - Zone 9,Nice,2025-07-12 10:29:00,2025-07-12 13:11:00,13,15,False,27239.78,28303.55,164,162
TOUR_20250712_06993,2025-07-12,332,ROUTE_0332,PARIS_ZONE_002,Paris - Zone 2,Paris,2025-07-12 11:56:00,2025-07-12 14:28:00,12,16,False,30715.84,31164.41,156,152
TOUR_20250712_06994,2025-07-12,217,ROUTE_0217,PARIS_ZONE_005,Paris - Zone 5,Paris,2025-07-12 10:13:00,2025-07-12 12:52:00,16,16,True,14992.64,15396.06,157,159
TOUR_20250712_06995,2025-07-12,207,ROUTE_0207,PARIS_ZONE_006,Paris - Zone 6,Paris,2025-07-12 09:39:00,2025-07-12 12:01:00,15,15,True,18212.01,18458.98,132,142
TOUR_20250712_06996,2025-07-12,39,ROUTE_0039,PARIS_ZONE_008,Paris - Zone 8,Paris,2025-07-12 05:41:00,2025-07-12 07:13:00,10,15,False,12415.49,12669.67,97,92
TOUR_20250712_06997,2025-07-12,320,ROUTE_0320,STRASBOURG_ZONE_002,Strasbourg - Zone 2,Strasbourg,2025-07-12 05:36:00,2025-07-12 07:29:00,10,15,False,14894.42,15358.53,114,113
TOUR_20250712_06998,2025-07-12,413,ROUTE_0413,STRASBOURG_ZONE_003,Strasbourg - Zone 3,Strasbourg,2025-07-12 11:04:00,2025-07-12 13:17:00,11,15,False,24940.85,24674.45,132,133
TOUR_20250712_06999,2025-07-12,17,ROUTE_0017,STRASBOURG_ZONE_006,Strasbourg - Zone 6,Strasbourg,2025-07-12 11:45:00,2025-07-12 14:22:00,15,15,True,21925.45,22992.09,155,157
TOUR_20250712_07000,2025-07-12,478,ROUTE_0478,STRASBOURG_ZONE_008,Strasbourg - Zone 8,Strasbourg,2025-07-12 06:45:00,2025-07-12 09:32:00,15,15,True,32451.52,32911.07,171,167
TOUR_20250712_07001,2025-07-12,496,ROUTE_0496,STRASBOURG_ZONE_012,Strasbourg - Zone 12,Strasbourg,2025-07-12 06:47:00,2025-07-12 08:49:00,12,14,False,22631.15,23447.32,127,122
TOUR_20250712_07002,2025-07-12,385,ROUTE_0385,TOULOUSE_ZONE_001,Toulouse - Zone 1,Toulouse,2025-07-12 13:43:00,2025-07-12 15:40:00,13,15,False,14754.15,15511.07,122,117
TOUR_20250712_07003,2025-07-12,345,ROUTE_0345,TOULOUSE_ZONE_002,Toulouse - Zone 2,Toulouse,2025-07-12 07:22:00,2025-07-12 09:27:00,15,15,True,16725.16,16805.69,132,125
TOUR_20250712_07004,2025-07-12,285,ROUTE_0285,TOULOUSE_ZONE_004,Toulouse - Zone 4,Toulouse,2025-07-12 09:07:00,2025-07-12 11:52:00,12,15,False,37287.13,36767.43,157,165
TOUR_20250712_07005,2025-07-12,26,ROUTE_0026,TOULOUSE_ZONE_006,Toulouse - Zone 6,Toulouse,2025-07-12 05:45:00,2025-07-12 08:07:00,15,15,True,19585.4,20193.29,138,142
TOUR_20250713_07006,2025-07-13,360,ROUTE_0360,BORDEAUX_ZONE_003,Bordeaux - Zone 3,Bordeaux,2025-07-13 11:51:00,2025-07-13 13:30:00,10,15,False,9168.38,9566.18,107,99
TOUR_20250713_07007,2025-07-13,185,ROUTE_0185,BORDEAUX_ZONE_005,Bordeaux - Zone 5,Bordeaux,2025-07-13 11:19:00,2025-07-13 13:32:00,10,15,False,30243.32,29919.44,124,133
TOUR_20250713_07008,2025-07-13,370,ROUTE_0370,BORDEAUX_ZONE_006,Bordeaux - Zone 6,Bordeaux,2025-07-13 06:42:00,2025-07-13 09:36:00,13,15,False,28128.12,28019.77,174,174
TOUR_20250713_07009,2025-07-13,20,ROUTE_0020,BORDEAUX_ZONE_009,Bordeaux - Zone 9,Bordeaux,2025-07-13 05:49:00,2025-07-13 07:44:00,10,15,False,29992.62,31090.49,122,115
TOUR_20250713_07010,2025-07-13,100,ROUTE_0100,BORDEAUX_ZONE_012,Bordeaux - Zone 12,Bordeaux,2025-07-13 11:06:00,2025-07-13 13:34:00,15,15,True,19979.02,20017.07,147,148
TOUR_20250713_07011,2025-07-13,470,ROUTE_0470,LILLE_ZONE_001,Lille - Zone 1,Lille,2025-07-13 05:37:00,2025-07-13 08:30:00,16,16,True,18846.11,19430.16,163,173
TOUR_20250713_07012,2025-07-13,416,ROUTE_0416,LILLE_ZONE_005,Lille - Zone 5,Lille,2025-07-13 08:12:00,2025-07-13 11:05:00,12,15,False,40619.9,41786.22,176,173
TOUR_20250713_07013,2025-07-13,114,ROUTE_0114,LILLE_ZONE_006,Lille - Zone 6,Lille,2025-07-13 09:55:00,2025-07-13 13:07:00,13,15,False,34445.61,35994.4,198,192
TOUR_20250713_07014,2025-07-13,111,ROUTE_0111,LILLE_ZONE_008,Lille - Zone 8,Lille,2025-07-13 09:14:00,2025-07-13 11:34:00,14,15,False,18324.32,18835.72,132,140
TOUR_20250713_07015,2025-07-13,189,ROUTE_0189,LILLE_ZONE_012,Lille - Zone 12,Lille,2025-07-13 09:24:00,2025-07-13 11:28:00,11,15,False,31502.02,31827.86,118,124
TOUR_20250713_07016,2025-07-13,32,ROUTE_0032,LILLE_ZONE_013,Lille - Zone 13,Lille,2025-07-13 06:53:00,2025-07-13 09:24:00,12,15,False,43152.39,43826.38,153,151
TOUR_20250713_07017,2025-07-13,353,ROUTE_0353,LYON_ZONE_001,Lyon - Zone 1,Lyon,2025-07-13 11:44:00,2025-07-13 13:21:00,10,16,False,17601.11,17898.24,105,97
TOUR_20250713_07018,2025-07-13,156,ROUTE_0156,LYON_ZONE_005,Lyon - Zone 5,Lyon,2025-07-13 05:36:00,2025-07-13 07:38:00,12,15,False,18704.65,18623.09,129,122
TOUR_20250713_07019,2025-07-13,331,ROUTE_0331,MARSEILLE_ZONE_004,Marseille - Zone 4,Marseille,2025-07-13 13:34:00,2025-07-13 16:32:00,15,15,True,25734.98,25972.66,176,178
TOUR_20250713_07020,2025-07-13,336,ROUTE_0336,MARSEILLE_ZONE_008,Marseille - Zone 8,Marseille,2025-07-13 06:01:00,2025-07-13 08:06:00,14,15,False,14655.35,14979.13,130,125
TOUR_20250713_07021,2025-07-13,317,ROUTE_0317,MARSEILLE_ZONE_010,Marseille - Zone 10,Marseille,2025-07-13 09:46:00,2025-07-13 11:31:00,12,15,False,21591.04,21246.94,101,105
TOUR_20250713_07022,2025-07-13,147,ROUTE_0147,MARSEILLE_ZONE_013,Marseille - Zone 13,Marseille,2025-07-13 05:56:00,2025-07-13 08:54:00,14,14,True,29950.11,31259.61,171,178
TOUR_20250713_07023,2025-07-13,342,ROUTE_0342,MONTPELLIER_ZONE_012,Montpellier - Zone 12,Montpellier,2025-07-13 09:17:00,2025-07-13 11:39:00,15,15,True,18374.15,19248.62,141,142
TOUR_20250713_07024,2025-07-13,37,ROUTE_0037,MONTPELLIER_ZONE_013,Montpellier - Zone 13,Montpellier,2025-07-13 11:54:00,2025-07-13 14:40:00,11,15,False,27400.34,27327.03,173,166
TOUR_20250713_07025,2025-07-13,163,ROUTE_0163,MONTPELLIER_ZONE_014,Montpellier - Zone 14,Montpellier,2025-07-13 15:16:00,2025-07-13 18:00:00,12,15,False,31548.31,31678.59,172,164
TOUR_20250713_07026,2025-07-13,90,ROUTE_0090,NANTES_ZONE_003,Nantes - Zone 3,Nantes,2025-07-13 10:05:00,2025-07-13 12:41:00,13,15,False,31259.64,31066.22,159,156
TOUR_20250713_07027,2025-07-13,323,ROUTE_0323,NANTES_ZONE_004,Nantes - Zone 4,Nantes,2025-07-13 09:44:00,2025-07-13 12:26:00,14,15,False,16283.54,16843.39,152,162
TOUR_20250713_07028,2025-07-13,166,ROUTE_0166,NANTES_ZONE_013,Nantes - Zone 13,Nantes,2025-07-13 07:06:00,2025-07-13 09:37:00,14,14,True,25010.91,24744.56,144,151
TOUR_20250713_07029,2025-07-13,53,ROUTE_0053,NANTES_ZONE_014,Nantes - Zone 14,Nantes,2025-07-13 06:35:00,2025-07-13 08:25:00,14,14,True,13499.35,13417.21,104,110
TOUR_20250713_07030,2025-07-13,444,ROUTE_0444,NICE_ZONE_003,Nice - Zone 3,Nice,2025-07-13 08:08:00,2025-07-13 11:16:00,14,16,False,31025.39,32434.68,192,188
TOUR_20250713_07031,2025-07-13,399,ROUTE_0399,NICE_ZONE_004,Nice - Zone 4,Nice,2025-07-13 08:14:00,2025-07-13 10:02:00,10,16,False,36612.04,36225.94,107,108
TOUR_20250713_07032,2025-07-13,473,ROUTE_0473,NICE_ZONE_006,Nice - Zone 6,Nice,2025-07-13 11:20:00,2025-07-13 13:31:00,12,16,False,26978.04,26904.98,134,131
TOUR_20250713_07033,2025-07-13,301,ROUTE_0301,NICE_ZONE_009,Nice - Zone 9,Nice,2025-07-13 10:25:00,2025-07-13 13:06:00,14,15,False,25340.71,26618.11,166,161
TOUR_20250713_07034,2025-07-13,181,ROUTE_0181,PARIS_ZONE_005,Paris - Zone 5,Paris,2025-07-13 06:35:00,2025-07-13 09:06:00,10,16,False,40747.2,40633.94,145,151
TOUR_20250713_07035,2025-07-13,479,ROUTE_0479,PARIS_ZONE_007,Paris - Zone 7,Paris,2025-07-13 05:35:00,2025-07-13 07:51:00,12,15,False,17573.23,17685.07,140,136
TOUR_20250713_07036,2025-07-13,300,ROUTE_0300,PARIS_ZONE_009,Paris - Zone 9,Paris,2025-07-13 10:54:00,2025-07-13 14:30:00,15,15,True,37353.76,38535.83,215,216
TOUR_20250713_07037,2025-07-13,150,ROUTE_0150,PARIS_ZONE_010,Paris - Zone 10,Paris,2025-07-13 11:31:00,2025-07-13 13:43:00,11,15,False,29921.22,31357.41,127,132
TOUR_20250713_07038,2025-07-13,308,ROUTE_0308,PARIS_ZONE_011,Paris - Zone 11,Paris,2025-07-13 15:18:00,2025-07-13 18:44:00,15,15,True,35410.42,36548.08,204,206
TOUR_20250713_07039,2025-07-13,31,ROUTE_0031,STRASBOURG_ZONE_003,Strasbourg - Zone 3,Strasbourg,2025-07-13 15:28:00,2025-07-13 17:51:00,12,15,False,25519.12,25328.52,135,143
TOUR_20250713_07040,2025-07-13,478,ROUTE_0478,STRASBOURG_ZONE_008,Strasbourg - Zone 8,Strasbourg,2025-07-13 13:51:00,2025-07-13 16:45:00,15,15,True,29111.34,30158.22,166,174
TOUR_20250713_07041,2025-07-13,482,ROUTE_0482,STRASBOURG_ZONE_010,Strasbourg - Zone 10,Strasbourg,2025-07-13 10:27:00,2025-07-13 13:14:00,15,15,True,25056.41,26146.6,160,167
TOUR_20250713_07042,2025-07-13,259,ROUTE_0259,STRASBOURG_ZONE_011,Strasbourg - Zone 11,Strasbourg,2025-07-13 11:54:00,2025-07-13 13:40:00,11,14,False,11513.49,12008.99,100,106
TOUR_20250713_07043,2025-07-13,430,ROUTE_0430,TOULOUSE_ZONE_005,Toulouse - Zone 5,Toulouse,2025-07-13 08:27:00,2025-07-13 10:30:00,12,15,False,17201.71,16994.89,118,123
TOUR_20250713_07044,2025-07-13,255,ROUTE_0255,TOULOUSE_ZONE_009,Toulouse - Zone 9,Toulouse,2025-07-13 13:09:00,2025-07-13 15:12:00,10,15,False,23669.53,24496.86,122,123
TOUR_20250713_07045,2025-07-13,62,ROUTE_0062,TOULOUSE_ZONE_011,Toulouse - Zone 11,Toulouse,2025-07-13 11:58:00,2025-07-13 14:27:00,11,14,False,33911.62,33755.28,144,149
TOUR_20250714_07046,2025-07-14,455,ROUTE_0455,BORDEAUX_ZONE_001,Bordeaux - Zone 1,Bordeaux,2025-07-14 06:11:00,2025-07-14 08:23:00,11,15,False,23806.34,23778.33,127,132
TOUR_20250714_07047,2025-07-14,185,ROUTE_0185,BORDEAUX_ZONE_005,Bordeaux - Zone 5,Bordeaux,2025-07-14 14:29:00,2025-07-14 17:05:00,12,15,False,31538.2,30925.06,153,156
TOUR_20250714_07048,2025-07-14,254,ROUTE_0254,BORDEAUX_ZONE_008,Bordeaux - Zone 8,Bordeaux,2025-07-14 08:04:00,2025-07-14 11:15:00,15,15,True,40545.07,40962.45,188,191
TOUR_20250714_07049,2025-07-14,349,ROUTE_0349,BORDEAUX_ZONE_009,Bordeaux - Zone 9,Bordeaux,2025-07-14 14:59:00,2025-07-14 16:44:00,10,15,False,7567.34,7840.98,97,105
TOUR_20250714_07050,2025-07-14,278,ROUTE_0278,BORDEAUX_ZONE_010,Bordeaux - Zone 10,Bordeaux,2025-07-14 09:46:00,2025-07-14 12:32:00,15,15,True,20482.77,21056.89,159,166
TOUR_20250714_07051,2025-07-14,131,ROUTE_0131,BORDEAUX_ZONE_011,Bordeaux - Zone 11,Bordeaux,2025-07-14 08:06:00,2025-07-14 10:58:00,15,15,True,35676.12,34994.79,163,172
TOUR_20250714_07052,2025-07-14,357,ROUTE_0357,BORDEAUX_ZONE_014,Bordeaux - Zone 14,Bordeaux,2025-07-14 09:05:00,2025-07-14 11:49:00,14,14,True,21325.77,22232.14,157,164
TOUR_20250714_07053,2025-07-14,470,ROUTE_0470,LILLE_ZONE_001,Lille - Zone 1,Lille,2025-07-14 14:35:00,2025-07-14 16:50:00,12,16,False,17261.19,17822.54,138,135
TOUR_20250714_07054,2025-07-14,281,ROUTE_0281,LILLE_ZONE_002,Lille - Zone 2,Lille,2025-07-14 11:38:00,2025-07-14 13:23:00,13,16,False,14702.26,15127.9,101,105
TOUR_20250714_07055,2025-07-14,309,ROUTE_0309,LILLE_ZONE_003,Lille - Zone 3,Lille,2025-07-14 11:25:00,2025-07-14 14:14:00,12,16,False,30590.24,30284.86,169,169
TOUR_20250714_07056,2025-07-14,229,ROUTE_0229,LILLE_ZONE_006,Lille - Zone 6,Lille,2025-07-14 09:54:00,2025-07-14 12:26:00,13,15,False,31732.98,32204.59,155,152
TOUR_20250714_07057,2025-07-14,238,ROUTE_0238,LILLE_ZONE_007,Lille - Zone 7,Lille,2025-07-14 15:29:00,2025-07-14 18:11:00,13,15,False,37643.99,39064.3,156,162
TOUR_20250714_07058,2025-07-14,373,ROUTE_0373,LILLE_ZONE_010,Lille - Zone 10,Lille,2025-07-14 08:22:00,2025-07-14 09:53:00,10,15,False,9304.33,9521.79,88,91
TOUR_20250714_07059,2025-07-14,275,ROUTE_0275,LILLE_ZONE_011,Lille - Zone 11,Lille,2025-07-14 08:04:00,2025-07-14 10:58:00,15,15,True,34492.64,33977.23,167,174
TOUR_20250714_07060,2025-07-14,180,ROUTE_0180,LILLE_ZONE_012,Lille - Zone 12,Lille,2025-07-14 13:31:00,2025-07-14 15:18:00,13,15,False,15307.03,15196.91,109,107
TOUR_20250714_07061,2025-07-14,204,ROUTE_0204,LYON_ZONE_001,Lyon - Zone 1,Lyon,2025-07-14 06:43:00,2025-07-14 10:36:00,15,16,False,42893.05,42329.25,234,233
TOUR_20250714_07062,2025-07-14,123,ROUTE_0123,LYON_ZONE_002,Lyon - Zone 2,Lyon,2025-07-14 06:20:00,2025-07-14 09:23:00,16,16,True,33075.3,34206.3,176,183
