tour_instance_bk,service_date,zone_bk,route_bk,agent_bk,role_in_tour,start_datetime,end_datetime
TOUR_20250701_06170,2025-07-01,LILLE_ZONE_002,ROUTE_0341,AGENT_00238,COLLECTOR,2025-07-01 05:44:00,2025-07-01 07:48:00
TOUR_20250701_06170,2025-07-01,LILLE_ZONE_002,ROUTE_0341,AGENT_00914,COLLECTOR,2025-07-01 05:44:00,2025-07-01 07:48:00
TOUR_20250701_06170,2025-07-01,LILLE_ZONE_002,ROUTE_0341,AGENT_00073,SUPERVISOR,2025-07-01 05:44:00,2025-07-01 07:48:00
TOUR_20250701_06171,2025-07-01,LILLE_ZONE_005,ROUTE_0416,AGENT_00134,DRIVER,2025-07-01 10:41:00,2025-07-01 13:54:00
TOUR_20250701_06171,2025-07-01,LILLE_ZONE_005,ROUTE_0416,AGENT_00906,COLLECTOR,2025-07-01 10:41:00,2025-07-01 13:54:00
TOUR_20250701_06172,2025-07-01,LILLE_ZONE_006,ROUTE_0229,AGENT_00742,DRIVER,2025-07-01 08:25:00,2025-07-01 10:39:00
TOUR_20250701_06172,2025-07-01,LILLE_ZONE_006,ROUTE_0229,AGENT_00441,COLLECTOR,2025-07-01 08:25:00,2025-07-01 10:39:00
TOUR_20250701_06173,2025-07-01,LILLE_ZONE_010,ROUTE_0498,AGENT_00052,DRIVER,2025-07-01 08:17:00,2025-07-01 10:07:00
TOUR_20250701_06173,2025-07-01,LILLE_ZONE_010,ROUTE_0498,AGENT_00362,COLLECTOR,2025-07-01 08:17:00,2025-07-01 10:07:00
TOUR_20250701_06173,2025-07-01,LILLE_ZONE_010,ROUTE_0498,AGENT_00767,COLLECTOR,2025-07-01 08:17:00,2025-07-01 10:07:00
TOUR_20250701_06174,2025-07-01,LILLE_ZONE_011,ROUTE_0125,AGENT_00472,DRIVER,2025-07-01 07:43:00,2025-07-01 09:55:00
TOUR_20250701_06174,2025-07-01,LILLE_ZONE_011,ROUTE_0125,AGENT_00748,COLLECTOR,2025-07-01 07:43:00,2025-07-01 09:55:00
TOUR_20250701_06174,2025-07-01,LILLE_ZONE_011,ROUTE_0125,AGENT_00374,SUPERVISOR,2025-07-01 07:43:00,2025-07-01 09:55:00
TOUR_20250701_06175,2025-07-01,LILLE_ZONE_012,ROUTE_0289,AGENT_00020,DRIVER,2025-07-01 07:32:00,2025-07-01 10:24:00
TOUR_20250701_06175,2025-07-01,LILLE_ZONE_012,ROUTE_0289,AGENT_00735,COLLECTOR,2025-07-01 07:32:00,2025-07-01 10:24:00
TOUR_20250701_06176,2025-07-01,LILLE_ZONE_013,ROUTE_0032,AGENT_00245,DRIVER,2025-07-01 10:43:00,2025-07-01 13:14:00
TOUR_20250701_06176,2025-07-01,LILLE_ZONE_013,ROUTE_0032,AGENT_00119,COLLECTOR,2025-07-01 10:43:00,2025-07-01 13:14:00
TOUR_20250701_06176,2025-07-01,LILLE_ZONE_013,ROUTE_0032,AGENT_00424,COLLECTOR,2025-07-01 10:43:00,2025-07-01 13:14:00
TOUR_20250701_06177,2025-07-01,LYON_ZONE_001,ROUTE_0204,AGENT_00653,DRIVER,2025-07-01 09:15:00,2025-07-01 12:28:00
TOUR_20250701_06177,2025-07-01,LYON_ZONE_001,ROUTE_0204,AGENT_00951,COLLECTOR,2025-07-01 09:15:00,2025-07-01 12:28:00
TOUR_20250701_06178,2025-07-01,LYON_ZONE_002,ROUTE_0136,AGENT_00469,DRIVER,2025-07-01 11:29:00,2025-07-01 14:58:00
TOUR_20250701_06178,2025-07-01,LYON_ZONE_002,ROUTE_0136,AGENT_00483,COLLECTOR,2025-07-01 11:29:00,2025-07-01 14:58:00
TOUR_20250701_06179,2025-07-01,LYON_ZONE_003,ROUTE_0497,AGENT_00046,DRIVER,2025-07-01 13:19:00,2025-07-01 15:54:00
TOUR_20250701_06179,2025-07-01,LYON_ZONE_003,ROUTE_0497,AGENT_00212,COLLECTOR,2025-07-01 13:19:00,2025-07-01 15:54:00
TOUR_20250701_06180,2025-07-01,LYON_ZONE_004,ROUTE_0133,AGENT_00874,DRIVER,2025-07-01 15:05:00,2025-07-01 17:20:00
TOUR_20250701_06180,2025-07-01,LYON_ZONE_004,ROUTE_0133,AGENT_00347,COLLECTOR,2025-07-01 15:05:00,2025-07-01 17:20:00
TOUR_20250701_06181,2025-07-01,LYON_ZONE_005,ROUTE_0156,AGENT_00713,DRIVER,2025-07-01 10:02:00,2025-07-01 12:29:00
TOUR_20250701_06181,2025-07-01,LYON_ZONE_005,ROUTE_0156,AGENT_00724,COLLECTOR,2025-07-01 10:02:00,2025-07-01 12:29:00
TOUR_20250701_06181,2025-07-01,LYON_ZONE_005,ROUTE_0156,AGENT_00155,SUPERVISOR,2025-07-01 10:02:00,2025-07-01 12:29:00
TOUR_20250701_06182,2025-07-01,LYON_ZONE_006,ROUTE_0250,AGENT_00130,DRIVER,2025-07-01 09:45:00,2025-07-01 12:49:00
TOUR_20250701_06182,2025-07-01,LYON_ZONE_006,ROUTE_0250,AGENT_00867,COLLECTOR,2025-07-01 09:45:00,2025-07-01 12:49:00
TOUR_20250701_06183,2025-07-01,LYON_ZONE_007,ROUTE_0461,AGENT_00577,DRIVER,2025-07-01 08:16:00,2025-07-01 10:53:00
TOUR_20250701_06183,2025-07-01,LYON_ZONE_007,ROUTE_0461,AGENT_00892,COLLECTOR,2025-07-01 08:16:00,2025-07-01 10:53:00
TOUR_20250701_06183,2025-07-01,LYON_ZONE_007,ROUTE_0461,AGENT_00741,COLLECTOR,2025-07-01 08:16:00,2025-07-01 10:53:00
TOUR_20250701_06184,2025-07-01,LYON_ZONE_009,ROUTE_0212,AGENT_00624,DRIVER,2025-07-01 06:41:00,2025-07-01 09:13:00
TOUR_20250701_06184,2025-07-01,LYON_ZONE_009,ROUTE_0212,AGENT_00068,COLLECTOR,2025-07-01 06:41:00,2025-07-01 09:13:00
TOUR_20250701_06184,2025-07-01,LYON_ZONE_009,ROUTE_0212,AGENT_00553,COLLECTOR,2025-07-01 06:41:00,2025-07-01 09:13:00
TOUR_20250701_06185,2025-07-01,LYON_ZONE_010,ROUTE_0442,AGENT_00910,DRIVER,2025-07-01 14:55:00,2025-07-01 17:23:00
TOUR_20250701_06185,2025-07-01,LYON_ZONE_010,ROUTE_0442,AGENT_00250,COLLECTOR,2025-07-01 14:55:00,2025-07-01 17:23:00
TOUR_20250701_06186,2025-07-01,LYON_ZONE_011,ROUTE_0246,AGENT_00717,DRIVER,2025-07-01 09:48:00,2025-07-01 12:09:00
TOUR_20250701_06186,2025-07-01,LYON_ZONE_011,ROUTE_0246,AGENT_00133,COLLECTOR,2025-07-01 09:48:00,2025-07-01 12:09:00
TOUR_20250701_06187,2025-07-01,LYON_ZONE_012,ROUTE_0464,AGENT_00343,DRIVER,2025-07-01 11:35:00,2025-07-01 14:19:00
TOUR_20250701_06187,2025-07-01,LYON_ZONE_012,ROUTE_0464,AGENT_00780,COLLECTOR,2025-07-01 11:35:00,2025-07-01 14:19:00
TOUR_20250701_06188,2025-07-01,MARSEILLE_ZONE_002,ROUTE_0130,AGENT_00629,DRIVER,2025-07-01 10:02:00,2025-07-01 11:43:00
TOUR_20250701_06188,2025-07-01,MARSEILLE_ZONE_002,ROUTE_0130,AGENT_00373,COLLECTOR,2025-07-01 10:02:00,2025-07-01 11:43:00
TOUR_20250701_06188,2025-07-01,MARSEILLE_ZONE_002,ROUTE_0130,AGENT_00584,COLLECTOR,2025-07-01 10:02:00,2025-07-01 11:43:00
TOUR_20250701_06189,2025-07-01,MARSEILLE_ZONE_003,ROUTE_0144,AGENT_00452,DRIVER,2025-07-01 10:46:00,2025-07-01 13:37:00
TOUR_20250701_06189,2025-07-01,MARSEILLE_ZONE_003,ROUTE_0144,AGENT_00719,COLLECTOR,2025-07-01 10:46:00,2025-07-01 13:37:00
TOUR_20250701_06189,2025-07-01,MARSEILLE_ZONE_003,ROUTE_0144,AGENT_00357,SUPERVISOR,2025-07-01 10:46:00,2025-07-01 13:37:00
TOUR_20250701_06190,2025-07-01,MARSEILLE_ZONE_005,ROUTE_0211,AGENT_00619,DRIVER,2025-07-01 07:15:00,2025-07-01 09:12:00
TOUR_20250701_06190,2025-07-01,MARSEILLE_ZONE_005,ROUTE_0211,AGENT_00122,COLLECTOR,2025-07-01 07:15:00,2025-07-01 09:12:00
TOUR_20250701_06191,2025-07-01,MARSEILLE_ZONE_006,ROUTE_0495,AGENT_00018,DRIVER,2025-07-01 11:44:00,2025-07-01 13:29:00
TOUR_20250701_06191,2025-07-01,MARSEILLE_ZONE_006,ROUTE_0495,AGENT_00090,COLLECTOR,2025-07-01 11:44:00,2025-07-01 13:29:00
TOUR_20250701_06191,2025-07-01,MARSEILLE_ZONE_006,ROUTE_0495,AGENT_00983,SUPERVISOR,2025-07-01 11:44:00,2025-07-01 13:29:00
TOUR_20250701_06192,2025-07-01,MARSEILLE_ZONE_007,ROUTE_0393,AGENT_00847,DRIVER,2025-07-01 15:21:00,2025-07-01 18:41:00
TOUR_20250701_06192,2025-07-01,MARSEILLE_ZONE_007,ROUTE_0393,AGENT_00723,COLLECTOR,2025-07-01 15:21:00,2025-07-01 18:41:00
TOUR_20250701_06193,2025-07-01,MARSEILLE_ZONE_008,ROUTE_0350,AGENT_00826,DRIVER,2025-07-01 15:11:00,2025-07-01 16:44:00
TOUR_20250701_06193,2025-07-01,MARSEILLE_ZONE_008,ROUTE_0350,AGENT_00316,COLLECTOR,2025-07-01 15:11:00,2025-07-01 16:44:00
TOUR_20250701_06194,2025-07-01,MARSEILLE_ZONE_013,ROUTE_0258,AGENT_00233,DRIVER,2025-07-01 08:24:00,2025-07-01 10:22:00
TOUR_20250701_06194,2025-07-01,MARSEILLE_ZONE_013,ROUTE_0258,AGENT_00655,COLLECTOR,2025-07-01 08:24:00,2025-07-01 10:22:00
TOUR_20250701_06194,2025-07-01,MARSEILLE_ZONE_013,ROUTE_0258,AGENT_00669,COLLECTOR,2025-07-01 08:24:00,2025-07-01 10:22:00
TOUR_20250701_06195,2025-07-01,MONTPELLIER_ZONE_001,ROUTE_0395,AGENT_00237,DRIVER,2025-07-01 07:23:00,2025-07-01 09:43:00
TOUR_20250701_06195,2025-07-01,MONTPELLIER_ZONE_001,ROUTE_0395,AGENT_00765,COLLECTOR,2025-07-01 07:23:00,2025-07-01 09:43:00
TOUR_20250701_06196,2025-07-01,MONTPELLIER_ZONE_002,ROUTE_0168,AGENT_00851,DRIVER,2025-07-01 10:05:00,2025-07-01 12:21:00
TOUR_20250701_06196,2025-07-01,MONTPELLIER_ZONE_002,ROUTE_0168,AGENT_00613,COLLECTOR,2025-07-01 10:05:00,2025-07-01 12:21:00
TOUR_20250701_06197,2025-07-01,MONTPELLIER_ZONE_004,ROUTE_0290,AGENT_00211,DRIVER,2025-07-01 14:19:00,2025-07-01 17:04:00
TOUR_20250701_06197,2025-07-01,MONTPELLIER_ZONE_004,ROUTE_0290,AGENT_00353,COLLECTOR,2025-07-01 14:19:00,2025-07-01 17:04:00
TOUR_20250701_06198,2025-07-01,MONTPELLIER_ZONE_005,ROUTE_0202,AGENT_00838,DRIVER,2025-07-01 15:04:00,2025-07-01 17:47:00
TOUR_20250701_06198,2025-07-01,MONTPELLIER_ZONE_005,ROUTE_0202,AGENT_00057,COLLECTOR,2025-07-01 15:04:00,2025-07-01 17:47:00
TOUR_20250701_06199,2025-07-01,MONTPELLIER_ZONE_008,ROUTE_0466,AGENT_00644,DRIVER,2025-07-01 07:58:00,2025-07-01 09:40:00
TOUR_20250701_06199,2025-07-01,MONTPELLIER_ZONE_008,ROUTE_0466,AGENT_00083,COLLECTOR,2025-07-01 07:58:00,2025-07-01 09:40:00
TOUR_20250701_06200,2025-07-01,MONTPELLIER_ZONE_009,ROUTE_0456,AGENT_00432,DRIVER,2025-07-01 08:01:00,2025-07-01 11:58:00
TOUR_20250701_06200,2025-07-01,MONTPELLIER_ZONE_009,ROUTE_0456,AGENT_00450,COLLECTOR,2025-07-01 08:01:00,2025-07-01 11:58:00
TOUR_20250701_06201,2025-07-01,MONTPELLIER_ZONE_010,ROUTE_0343,AGENT_00439,DRIVER,2025-07-01 10:21:00,2025-07-01 13:38:00
TOUR_20250701_06201,2025-07-01,MONTPELLIER_ZONE_010,ROUTE_0343,AGENT_00309,COLLECTOR,2025-07-01 10:21:00,2025-07-01 13:38:00
TOUR_20250701_06202,2025-07-01,MONTPELLIER_ZONE_011,ROUTE_0070,AGENT_00512,DRIVER,2025-07-01 06:13:00,2025-07-01 08:48:00
TOUR_20250701_06202,2025-07-01,MONTPELLIER_ZONE_011,ROUTE_0070,AGENT_00276,COLLECTOR,2025-07-01 06:13:00,2025-07-01 08:48:00
TOUR_20250701_06203,2025-07-01,MONTPELLIER_ZONE_013,ROUTE_0037,AGENT_00301,DRIVER,2025-07-01 08:20:00,2025-07-01 11:27:00
TOUR_20250701_06203,2025-07-01,MONTPELLIER_ZONE_013,ROUTE_0037,AGENT_00048,COLLECTOR,2025-07-01 08:20:00,2025-07-01 11:27:00
TOUR_20250701_06203,2025-07-01,MONTPELLIER_ZONE_013,ROUTE_0037,AGENT_00947,SUPERVISOR,2025-07-01 08:20:00,2025-07-01 11:27:00
TOUR_20250701_06204,2025-07-01,MONTPELLIER_ZONE_014,ROUTE_0327,AGENT_00806,DRIVER,2025-07-01 07:16:00,2025-07-01 09:41:00
TOUR_20250701_06204,2025-07-01,MONTPELLIER_ZONE_014,ROUTE_0327,AGENT_00157,COLLECTOR,2025-07-01 07:16:00,2025-07-01 09:41:00
TOUR_20250701_06204,2025-07-01,MONTPELLIER_ZONE_014,ROUTE_0327,AGENT_00420,COLLECTOR,2025-07-01 07:16:00,2025-07-01 09:41:00
TOUR_20250701_06205,2025-07-01,MONTPELLIER_ZONE_015,ROUTE_0226,AGENT_00886,DRIVER,2025-07-01 07:04:00,2025-07-01 09:24:00
TOUR_20250701_06205,2025-07-01,MONTPELLIER_ZONE_015,ROUTE_0226,AGENT_00254,COLLECTOR,2025-07-01 07:04:00,2025-07-01 09:24:00
TOUR_20250701_06206,2025-07-01,NANTES_ZONE_001,ROUTE_0447,AGENT_00495,DRIVER,2025-07-01 15:18:00,2025-07-01 18:19:00
TOUR_20250701_06206,2025-07-01,NANTES_ZONE_001,ROUTE_0447,AGENT_00451,COLLECTOR,2025-07-01 15:18:00,2025-07-01 18:19:00
TOUR_20250701_06206,2025-07-01,NANTES_ZONE_001,ROUTE_0447,AGENT_00014,SUPERVISOR,2025-07-01 15:18:00,2025-07-01 18:19:00
TOUR_20250701_06207,2025-07-01,NANTES_ZONE_002,ROUTE_0126,AGENT_00601,DRIVER,2025-07-01 07:30:00,2025-07-01 10:42:00
TOUR_20250701_06207,2025-07-01,NANTES_ZONE_002,ROUTE_0126,AGENT_00323,COLLECTOR,2025-07-01 07:30:00,2025-07-01 10:42:00
TOUR_20250701_06207,2025-07-01,NANTES_ZONE_002,ROUTE_0126,AGENT_00805,SUPERVISOR,2025-07-01 07:30:00,2025-07-01 10:42:00
TOUR_20250701_06208,2025-07-01,NANTES_ZONE_003,ROUTE_0090,AGENT_00674,DRIVER,2025-07-01 09:15:00,2025-07-01 11:59:00
TOUR_20250701_06208,2025-07-01,NANTES_ZONE_003,ROUTE_0090,AGENT_00299,COLLECTOR,2025-07-01 09:15:00,2025-07-01 11:59:00
TOUR_20250701_06208,2025-07-01,NANTES_ZONE_003,ROUTE_0090,AGENT_00411,COLLECTOR,2025-07-01 09:15:00,2025-07-01 11:59:00
TOUR_20250701_06209,2025-07-01,NANTES_ZONE_006,ROUTE_0205,AGENT_00293,DRIVER,2025-07-01 14:55:00,2025-07-01 17:23:00
TOUR_20250701_06209,2025-07-01,NANTES_ZONE_006,ROUTE_0205,AGENT_00640,COLLECTOR,2025-07-01 14:55:00,2025-07-01 17:23:00
TOUR_20250701_06209,2025-07-01,NANTES_ZONE_006,ROUTE_0205,AGENT_00623,SUPERVISOR,2025-07-01 14:55:00,2025-07-01 17:23:00
TOUR_20250701_06210,2025-07-01,NANTES_ZONE_007,ROUTE_0279,AGENT_00757,DRIVER,2025-07-01 14:51:00,2025-07-01 18:17:00
TOUR_20250701_06210,2025-07-01,NANTES_ZONE_007,ROUTE_0279,AGENT_00903,COLLECTOR,2025-07-01 14:51:00,2025-07-01 18:17:00
TOUR_20250701_06210,2025-07-01,NANTES_ZONE_007,ROUTE_0279,AGENT_00796,COLLECTOR,2025-07-01 14:51:00,2025-07-01 18:17:00
TOUR_20250701_06211,2025-07-01,NANTES_ZONE_008,ROUTE_0396,AGENT_00022,DRIVER,2025-07-01 06:16:00,2025-07-01 08:27:00
TOUR_20250701_06211,2025-07-01,NANTES_ZONE_008,ROUTE_0396,AGENT_00127,COLLECTOR,2025-07-01 06:16:00,2025-07-01 08:27:00
TOUR_20250701_06211,2025-07-01,NANTES_ZONE_008,ROUTE_0396,AGENT_00773,COLLECTOR,2025-07-01 06:16:00,2025-07-01 08:27:00
TOUR_20250701_06212,2025-07-01,NANTES_ZONE_011,ROUTE_0376,AGENT_00672,DRIVER,2025-07-01 06:48:00,2025-07-01 09:18:00
TOUR_20250701_06212,2025-07-01,NANTES_ZONE_011,ROUTE_0376,AGENT_00252,COLLECTOR,2025-07-01 06:48:00,2025-07-01 09:18:00
TOUR_20250701_06212,2025-07-01,NANTES_ZONE_011,ROUTE_0376,AGENT_00319,COLLECTOR,2025-07-01 06:48:00,2025-07-01 09:18:00
TOUR_20250701_06213,2025-07-01,NANTES_ZONE_013,ROUTE_0364,AGENT_00868,DRIVER,2025-07-01 06:32:00,2025-07-01 09:17:00
TOUR_20250701_06213,2025-07-01,NANTES_ZONE_013,ROUTE_0364,AGENT_00971,COLLECTOR,2025-07-01 06:32:00,2025-07-01 09:17:00
TOUR_20250701_06214,2025-07-01,NICE_ZONE_004,ROUTE_0399,AGENT_00337,DRIVER,2025-07-01 09:43:00,2025-07-01 11:53:00
TOUR_20250701_06214,2025-07-01,NICE_ZONE_004,ROUTE_0399,AGENT_00489,COLLECTOR,2025-07-01 09:43:00,2025-07-01 11:53:00
TOUR_20250701_06215,2025-07-01,NICE_ZONE_005,ROUTE_0162,AGENT_00099,DRIVER,2025-07-01 05:59:00,2025-07-01 08:12:00
TOUR_20250701_06215,2025-07-01,NICE_ZONE_005,ROUTE_0162,AGENT_00814,COLLECTOR,2025-07-01 05:59:00,2025-07-01 08:12:00
TOUR_20250701_06216,2025-07-01,NICE_ZONE_006,ROUTE_0494,AGENT_00016,DRIVER,2025-07-01 09:56:00,2025-07-01 12:49:00
TOUR_20250701_06216,2025-07-01,NICE_ZONE_006,ROUTE_0494,AGENT_00023,COLLECTOR,2025-07-01 09:56:00,2025-07-01 12:49:00
TOUR_20250701_06217,2025-07-01,NICE_ZONE_008,ROUTE_0394,AGENT_00746,DRIVER,2025-07-01 10:43:00,2025-07-01 13:50:00
TOUR_20250701_06217,2025-07-01,NICE_ZONE_008,ROUTE_0394,AGENT_00331,COLLECTOR,2025-07-01 10:43:00,2025-07-01 13:50:00
TOUR_20250701_06217,2025-07-01,NICE_ZONE_008,ROUTE_0394,AGENT_00593,SUPERVISOR,2025-07-01 10:43:00,2025-07-01 13:50:00
TOUR_20250701_06218,2025-07-01,NICE_ZONE_009,ROUTE_0458,AGENT_00137,DRIVER,2025-07-01 10:16:00,2025-07-01 12:35:00
TOUR_20250701_06218,2025-07-01,NICE_ZONE_009,ROUTE_0458,AGENT_00637,COLLECTOR,2025-07-01 10:16:00,2025-07-01 12:35:00
TOUR_20250701_06219,2025-07-01,NICE_ZONE_012,ROUTE_0307,AGENT_00129,DRIVER,2025-07-01 06:26:00,2025-07-01 08:33:00
TOUR_20250701_06219,2025-07-01,NICE_ZONE_012,ROUTE_0307,AGENT_00286,COLLECTOR,2025-07-01 06:26:00,2025-07-01 08:33:00
TOUR_20250701_06220,2025-07-01,NICE_ZONE_013,ROUTE_0206,AGENT_00517,DRIVER,2025-07-01 09:47:00,2025-07-01 12:16:00
TOUR_20250701_06220,2025-07-01,NICE_ZONE_013,ROUTE_0206,AGENT_00417,COLLECTOR,2025-07-01 09:47:00,2025-07-01 12:16:00
TOUR_20250701_06221,2025-07-01,PARIS_ZONE_002,ROUTE_0332,AGENT_00334,DRIVER,2025-07-01 06:15:00,2025-07-01 08:29:00
TOUR_20250701_06221,2025-07-01,PARIS_ZONE_002,ROUTE_0332,AGENT_00982,COLLECTOR,2025-07-01 06:15:00,2025-07-01 08:29:00
TOUR_20250701_06222,2025-07-01,PARIS_ZONE_003,ROUTE_0266,AGENT_00444,DRIVER,2025-07-01 09:46:00,2025-07-01 12:11:00
TOUR_20250701_06222,2025-07-01,PARIS_ZONE_003,ROUTE_0266,AGENT_00395,COLLECTOR,2025-07-01 09:46:00,2025-07-01 12:11:00
TOUR_20250701_06222,2025-07-01,PARIS_ZONE_003,ROUTE_0266,AGENT_00583,COLLECTOR,2025-07-01 09:46:00,2025-07-01 12:11:00
TOUR_20250701_06223,2025-07-01,PARIS_ZONE_004,ROUTE_0277,AGENT_00403,DRIVER,2025-07-01 15:10:00,2025-07-01 18:23:00
TOUR_20250701_06223,2025-07-01,PARIS_ZONE_004,ROUTE_0277,AGENT_00381,COLLECTOR,2025-07-01 15:10:00,2025-07-01 18:23:00
TOUR_20250701_06223,2025-07-01,PARIS_ZONE_004,ROUTE_0277,AGENT_00306,SUPERVISOR,2025-07-01 15:10:00,2025-07-01 18:23:00
TOUR_20250701_06224,2025-07-01,PARIS_ZONE_008,ROUTE_0288,AGENT_00552,DRIVER,2025-07-01 09:30:00,2025-07-01 11:23:00
TOUR_20250701_06224,2025-07-01,PARIS_ZONE_008,ROUTE_0288,AGENT_00710,COLLECTOR,2025-07-01 09:30:00,2025-07-01 11:23:00
TOUR_20250701_06225,2025-07-01,PARIS_ZONE_009,ROUTE_0445,AGENT_00979,DRIVER,2025-07-01 11:08:00,2025-07-01 14:04:00
TOUR_20250701_06225,2025-07-01,PARIS_ZONE_009,ROUTE_0445,AGENT_00032,COLLECTOR,2025-07-01 11:08:00,2025-07-01 14:04:00
TOUR_20250701_06225,2025-07-01,PARIS_ZONE_009,ROUTE_0445,AGENT_00854,COLLECTOR,2025-07-01 11:08:00,2025-07-01 14:04:00
TOUR_20250701_06226,2025-07-01,PARIS_ZONE_011,ROUTE_0067,AGENT_00340,DRIVER,2025-07-01 10:58:00,2025-07-01 13:26:00
TOUR_20250701_06226,2025-07-01,PARIS_ZONE_011,ROUTE_0067,AGENT_00377,COLLECTOR,2025-07-01 10:58:00,2025-07-01 13:26:00
TOUR_20250701_06227,2025-07-01,PARIS_ZONE_012,ROUTE_0489,AGENT_00720,DRIVER,2025-07-01 06:04:00,2025-07-01 08:24:00
TOUR_20250701_06227,2025-07-01,PARIS_ZONE_012,ROUTE_0489,AGENT_00673,COLLECTOR,2025-07-01 06:04:00,2025-07-01 08:24:00
TOUR_20250701_06228,2025-07-01,PARIS_ZONE_013,ROUTE_0293,AGENT_00827,DRIVER,2025-07-01 11:12:00,2025-07-01 13:58:00
TOUR_20250701_06228,2025-07-01,PARIS_ZONE_013,ROUTE_0293,AGENT_00479,COLLECTOR,2025-07-01 11:12:00,2025-07-01 13:58:00
TOUR_20250701_06228,2025-07-01,PARIS_ZONE_013,ROUTE_0293,AGENT_00151,SUPERVISOR,2025-07-01 11:12:00,2025-07-01 13:58:00
TOUR_20250701_06229,2025-07-01,STRASBOURG_ZONE_003,ROUTE_0298,AGENT_00002,DRIVER,2025-07-01 06:20:00,2025-07-01 09:05:00
TOUR_20250701_06229,2025-07-01,STRASBOURG_ZONE_003,ROUTE_0298,AGENT_00287,COLLECTOR,2025-07-01 06:20:00,2025-07-01 09:05:00
TOUR_20250701_06230,2025-07-01,STRASBOURG_ZONE_005,ROUTE_0475,AGENT_00798,DRIVER,2025-07-01 07:21:00,2025-07-01 10:03:00
TOUR_20250701_06230,2025-07-01,STRASBOURG_ZONE_005,ROUTE_0475,AGENT_00077,COLLECTOR,2025-07-01 07:21:00,2025-07-01 10:03:00
TOUR_20250701_06231,2025-07-01,STRASBOURG_ZONE_007,ROUTE_0439,AGENT_00513,DRIVER,2025-07-01 10:22:00,2025-07-01 12:35:00
TOUR_20250701_06231,2025-07-01,STRASBOURG_ZONE_007,ROUTE_0439,AGENT_00004,COLLECTOR,2025-07-01 10:22:00,2025-07-01 12:35:00
TOUR_20250701_06232,2025-07-01,STRASBOURG_ZONE_008,ROUTE_0449,AGENT_00682,DRIVER,2025-07-01 13:06:00,2025-07-01 15:18:00
TOUR_20250701_06232,2025-07-01,STRASBOURG_ZONE_008,ROUTE_0449,AGENT_00585,COLLECTOR,2025-07-01 13:06:00,2025-07-01 15:18:00
TOUR_20250701_06232,2025-07-01,STRASBOURG_ZONE_008,ROUTE_0449,AGENT_00442,SUPERVISOR,2025-07-01 13:06:00,2025-07-01 15:18:00
TOUR_20250701_06233,2025-07-01,STRASBOURG_ZONE_009,ROUTE_0356,AGENT_00536,DRIVER,2025-07-01 06:18:00,2025-07-01 08:47:00
TOUR_20250701_06233,2025-07-01,STRASBOURG_ZONE_009,ROUTE_0356,AGENT_00430,COLLECTOR,2025-07-01 06:18:00,2025-07-01 08:47:00
TOUR_20250701_06233,2025-07-01,STRASBOURG_ZONE_009,ROUTE_0356,AGENT_00974,COLLECTOR,2025-07-01 06:18:00,2025-07-01 08:47:00
TOUR_20250701_06233,2025-07-01,STRASBOURG_ZONE_009,ROUTE_0356,AGENT_00652,SUPERVISOR,2025-07-01 06:18:00,2025-07-01 08:47:00
TOUR_20250701_06234,2025-07-01,STRASBOURG_ZONE_011,ROUTE_0056,AGENT_00283,DRIVER,2025-07-01 07:11:00,2025-07-01 09:31:00
TOUR_20250701_06234,2025-07-01,STRASBOURG_ZONE_011,ROUTE_0056,AGENT_00899,COLLECTOR,2025-07-01 07:11:00,2025-07-01 09:31:00
TOUR_20250701_06234,2025-07-01,STRASBOURG_ZONE_011,ROUTE_0056,AGENT_00399,COLLECTOR,2025-07-01 07:11:00,2025-07-01 09:31:00
TOUR_20250701_06234,2025-07-01,STRASBOURG_ZONE_011,ROUTE_0056,AGENT_00029,SUPERVISOR,2025-07-01 07:11:00,2025-07-01 09:31:00
TOUR_20250701_06235,2025-07-01,TOULOUSE_ZONE_002,ROUTE_0387,AGENT_00737,DRIVER,2025-07-01 15:16:00,2025-07-01 18:31:00
TOUR_20250701_06235,2025-07-01,TOULOUSE_ZONE_002,ROUTE_0387,AGENT_00578,COLLECTOR,2025-07-01 15:16:00,2025-07-01 18:31:00
TOUR_20250701_06235,2025-07-01,TOULOUSE_ZONE_002,ROUTE_0387,AGENT_00371,SUPERVISOR,2025-07-01 15:16:00,2025-07-01 18:31:00
TOUR_20250701_06236,2025-07-01,TOULOUSE_ZONE_004,ROUTE_0462,AGENT_00478,DRIVER,2025-07-01 14:55:00,2025-07-01 17:31:00
TOUR_20250701_06236,2025-07-01,TOULOUSE_ZONE_004,ROUTE_0462,AGENT_00153,COLLECTOR,2025-07-01 14:55:00,2025-07-01 17:31:00
TOUR_20250701_06237,2025-07-01,TOULOUSE_ZONE_005,ROUTE_0052,AGENT_00575,DRIVER,2025-07-01 06:45:00,2025-07-01 09:06:00
TOUR_20250701_06237,2025-07-01,TOULOUSE_ZONE_005,ROUTE_0052,AGENT_00460,COLLECTOR,2025-07-01 06:45:00,2025-07-01 09:06:00
TOUR_20250701_06237,2025-07-01,TOULOUSE_ZONE_005,ROUTE_0052,AGENT_00569,COLLECTOR,2025-07-01 06:45:00,2025-07-01 09:06:00
TOUR_20250701_06238,2025-07-01,TOULOUSE_ZONE_006,ROUTE_0026,AGENT_00897,DRIVER,2025-07-01 07:33:00,2025-07-01 09:47:00
